,Year,Organization,Type,Standing,Allocation
2800,2017,Cal Berkeley Habitat for Humanity,SISG,18.0,"$2,500.00"
2801,2017,Cal Community Music,SISG,32.0,$425.00
2802,2017,Cal Queer & Asian,SISG,8.0,"$1,100.00"
2803,2017,Cal Veterans Group,SISG,9.0,"$2,467.00"
2804,2017,California Public Interest Research Group,SISG,12.0,$800.00
2805,2017,Central Americans for Empowerment at Berkeley,SISG,1.0,$500.00
2806,2017,Chican@/ Latin@ Architecture Student Association,SISG,4.0,$400.00
2807,2017,Chican@s/Latin@s in Health Education,SISG,27.0,"$3,000.00"
2808,2017,Children of the Andes,SISG,1.0,$400.00
2809,2017,Colleges Against Cancer,SISG,14.0,$500.00
2810,2017,Computer Science Mentors,SISG,2.0,$0.00
2811,2017,Confi,SISG,2.0,$300.00
2812,2017,Cook n' Serve,SISG,1.0,$500.00
2813,2017,Creative Residencies for Emerging Artists Teaching Empowerment,SISG,5.0,$600.00
2814,2017,Dance Marathon,SISG,13.0,"$8,000.00"
2815,2017,Dance the Bay,SISG,4.0,$600.00
2816,2017,"Delta Sigma Theta Sorority, Inc. Kappa Chapter",SISG,16.0,"$2,500.00"
2817,2017,Destress with Dogs,SISG,1.0,$400.00
2818,2017,Dr. Interns,SISG,5.0,$500.00
2819,2017,Dream Campus Ministry,SISG,1.0,$400.00
2820,2017,Dreamers Project Mentorship Program,SISG,1.0,$400.00
2821,2017,Dreamers Project Mentorship Program,SISG,1.0,$400.00
2822,2017,DULCE (Diabetes: Unidos Logaremos Controlar Esta Enfermedad),SISG,10.0,$675.00
2823,2017,East Bay Community Builders,SISG,1.0,$500.00
2824,2017,Effective Altruists of Berkeley,SISG,2.0,$500.00
2825,2017,Enactus of Berkeley (formerly SIFE],SISG,2.0,$500.00
2826,2017,Engineers Without Borders at Berkeley,SISG,6.0,$0.00
2827,2017,Expanding Your Horizons at Berkeley,SISG,5.0,"$1,000.00"
2828,2017,eXperimental Computing Facility,SISG,1.0,$500.00
2829,2017,Financial Literacy and Economic Justice Conference (Flejcon),SISG,1.0,$500.00
2830,2017,"Gamma Zeta Alpha Fraternity, Inc.",SISG,9.0,$930.00
2831,2017,Gates Millennium Scholars Association,SISG,11.0,$950.00
2832,2017,GiANT filmmakers,SISG,9.0,"$1,910.00"
2833,2017,Global Medical Training at Berkeley,SISG,1.0,$0.00
2834,2017,Global Social Innovation Initiative at Berkeley,SISG,2.0,$500.00
2835,2017,GlobeMed at Berkeley,SISG,1.0,$0.00
2836,2017,Graduate Students de la Raza,SISG,1.0,$500.00
2837,2017,Grant A Wish at Berkeley,SISG,5.0,$500.00
2838,2017,Hands and Feet,SISG,2.0,$400.00
2839,2017,Health and Medical Apprenticeship Program,SISG,34.0,"$13,500.00"
2840,2017,Health Guardians of Berkeley,SISG,7.0,$800.00
2841,2017,Hermanas Unidas,SISG,12.0,"$1,000.00"
2842,2017,Hippies for Hope,SISG,2.0,$400.00
2843,2017,Hispanic Engineers and Scientists,SISG,3.0,$0.00
2844,2017,Hmong Student Association at Berkeley,SISG,10.0,"$1,500.00"
2845,2017,Homeless Student Union,SISG,2.0,"$2,800.00"
2846,2017,InnoWorks of Berkeley,SISG,4.0,$600.00
2847,2017,Iota Phi Theta Fraternity Inc,SISG,5.0,$0.00
2848,2017,Iu-Mien Student Union,SISG,11.0,"$1,433.00"
2849,2017,Jakara Movement Club at Berkeley,SISG,1.0,$500.00
2850,2017,Kidney Disease Screening And Awareness Program (KDSAP),SISG,1.0,$500.00
2851,2017,Kids in Nutrition,SISG,1.0,$300.00
2852,2017,Labor Coach Program,SISG,7.0,$800.00
2853,2017,"Lambda Theta Nu Sorority, Inc.",SISG,7.0,$450.00
2854,2017,"Lambda Theta Phi Latin Fraternity, Inc.",SISG,11.0,"$2,033.00"
2855,2017,"Lambda Upsilon Lambda Fraternity, Inc. (LUL)",SISG,4.0,$800.00
2856,2017,Laotian American Student Representation,SISG,19.0,"$2,000.00"
2857,2017,Learning Enterprises at Berkeley,SISG,3.0,$600.00
2858,2017,Let's Rise - Asian Mentorship,SISG,12.0,"$1,300.00"
2859,2017,Mak,SISG,1.0,$300.00
2860,2017,MEDLIFE,SISG,7.0,$550.00
2861,2017,Middle Eastern and North African Recruitment and Retention Center (MENARRC),SISG,4.0,$0.00
2862,2017,Mixed Student Union,SISG,20.0,$500.00
2863,2017,National Council of Negro Women,SISG,11.0,"$2,000.00"
2864,2017,Native American Recruitment and Retention Center,SISG,25.0,"$11,000.00"
2865,2017,Oakland Asian Student Educational Services,SISG,15.0,"$1,650.00"
2866,2017,"Omega Phi Beta Sorority, Incorporated",SISG,6.0,$800.00
2867,2017,Patient Advocacy Student Group,SISG,5.0,"$1,250.00"
2868,2017,Paws and Claws of Berkeley,SISG,6.0,$500.00
2869,2017,"Peers Espousing Amiability, Cooperation, and Education",SISG,3.0,$500.00
2870,2017,People's Test Preparation Service,SISG,21.0,"$3,050.00"
2871,2017,Pilipino Academic Student Services,SISG,33.0,"$33,600.00"
2872,2017,Pre-Health Student Council,SISG,4.0,$500.00
2873,2017,Project Peanut Butter,SISG,3.0,$500.00
2874,2017,"Project RISHI, The Berkley Chapter",SISG,10.0,"$1,164.00"
2875,2017,Project Spreading Multiculturalism and Inspiring Leadership through Education (Project SMILE),SISG,9.0,"$3,000.00"
2876,2017,Project Vision,SISG,11.0,$900.00
2877,2017,Queer Alliance & Resource Center,SISG,49.0,"$18,000.00"
2878,2017,Queer Student Union,SISG,10.0,$300.00
2879,2017,Raza Recruitment and Retention Center,SISG,40.0,"$56,766.00"
2880,2017,Reach! Asian Pacific American Recruitment and Retention Center,SISG,21.0,"$21,000.00"
2881,2017,Rebuild with Refugees,SISG,3.0,$450.00
2882,2017,Renters' Legal Assistance,SISG,35.0,$200.00
2883,2017,Rotaract,SISG,13.0,"$2,000.00"
2884,2017,"Sage Mentorship Project, the",SISG,5.0,$600.00
2885,2017,Seed of Health,SISG,1.0,$0.00
2886,2017,"Sigma Gamma Rho Sorority, Incorporated",SISG,3.0,$600.00
2887,2017,Southeast Asian Mentorshiop,SISG,11.0,$800.00
2888,2017,Southeast Asian Prison Outreach Project,SISG,7.0,$700.00
2889,2017,Southeast Asian Student Coalition,SISG,11.0,"$8,300.00"
2890,2017,Spectrum: Autism at Cal (Formerly known as Autism Speaks U at Berkeley) (Spectrum),SISG,7.0,$600.00
2891,2017,Student to Student Peer Counseling,SISG,25.0,"$1,100.00"
2892,2017,Suitcase Clinic,SISG,19.0,"$11,000.00"
2893,2017,Teach in Prison,SISG,8.0,"$2,650.00"
2894,2017,Team HBV,SISG,11.0,$650.00
2895,2017,The Berkeley Group,SISG,15.0,"$1,900.00"
2896,2017,The Berkeley Project,SISG,11.0,$900.00
2897,2017,The Youth Support Program,SISG,22.0,$800.00
2898,2017,Theater for Charity,SISG,15.0,"$1,550.00"
2899,2017,TRENZA,SISG,22.0,"$1,600.00"
2900,2017,True Asian Leaders,SISG,1.0,$400.00
2901,2017,Tzu Chi Compassion Relief Foundation,SISG,9.0,$300.00
2902,2017,UNICEF at Berkeley,SISG,15.0,$615.00
2903,2017,Universal Love and Peace,SISG,6.0,$500.00
2904,2017,Universities Allied For Essential Medicines,SISG,3.0,$500.00
2905,2017,Urban Scholars at Berkeley,SISG,2.0,$500.00
2906,2017,V-Day at Berkeley (V-Day),SISG,3.0,$500.00
2907,2017,VIDA Medical Volunteer,SISG,1.0,$400.00
2908,2017,Vietnamese Student Association,SISG,26.0,"$5,700.00"
2909,2017,Volunteer Health Interpreters Organization,SISG,12.0,"$2,100.00"
2910,2017,Volunteer Income Tax Assistance Program,SISG,4.0,$600.00
2911,2017,VOLUNTEERS FOR MEDICAL OUTREACH,SISG,5.0,"$2,200.00"
2912,2017,Women and Youth Supporting Each Other,SISG,3.0,$600.00
2913,2017,Wonderworks,SISG,7.0,$600.00
2914,2017,You Mean More,SISG,6.0,"$1,500.00"
2915,2017,Academic Opportunity Grant,GRNT,,"$20,000.00"
2916,2017,Arts and Creativity Grant,GRNT,,"$3,500.00"
2917,2017,DeCal Grant,GRNT,,"$3,500.00"
2918,2017,Educational Equity and Excellence Grant,GRNT,,"$4,000.00"
2919,2017,Intellectual Community Grant,GRNT,,"$4,500.00"
2920,2017,Multicultural Grant,GRNT,,"$4,000.00"
2921,2017,Public Service Grant,GRNT,,"$4,500.00"
2922,2017,Outstanding Student Recognition Scholarship,SCLR,,"$1,000.00"
2923,2017,RISE Scholarship,SCLR,,"$5,000.00"
2924,2017,Textbook Scholarship,SCLR,,"$5,000.00"
2925,2017,Greek Opportunity Fund,FUND,,"$2,000.00"
2926,2017,Senate Contingency Fund,FUND,,"$60,000.00"
2927,2017,Other Grants and Scholarships ,FUND,,$0.00
2928,2017,Chief-of-Staff Stipend,OP,,"$2,000.00"
2929,2017,President Discretionary Fund,OP,,"$5,000.00"
2930,2017,President Stipend,OP,,"$4,000.00"
2931,2017,Chief-of-Staff Stipend,EVP,,"$2,000.00"
2932,2017,EVP Discretionary Fund,EVP,,"$5,000.00"
2933,2017,EVP Stipend,EVP,,"$4,000.00"
2934,2017,Chief-of-Staff Stipend,EAVP,,"$2,000.00"
2935,2017,EAVP Discretionary Fund,EAVP,,"$15,000.00"
2936,2017,EAVP Stipend,EAVP,,"$4,000.00"
2937,2017,Legislative Conference,EAVP,,"$12,000.00"
2938,2017,Lobby Corps,EAVP,,"$18,000.00"
2939,2017,UC Student Association,EAVP,,"$32,000.00"
2940,2017,AAVP Discretionary Fund,AAVP,,"$3,500.00"
2941,2017,AAVP Stipend,AAVP,,"$4,000.00"
2942,2017,Chief-of-Staff Stipend,AAVP,,"$2,000.00"
2943,2017,AAVP SUB-TOTAL,,,"$9,500.00"
2944,2017,Chief-of-Staff Stipend,SAO,,"$2,000.00"
2945,2017,SAO Discretionary Fund,SAO,,"$3,500.00"
2946,2017,SAO Stipend,SAO,,"$4,000.00"
2947,2017,Senate Leadership Institute / Senate Meetings,SEN,,"$5,000.00"
2948,2017,Senators' Discretionary Funds ($500.00 each),SEN,,"$10,000.00"
2949,2017,Senators' Stipend ($500.00 each),SEN,,"$10,000.00"
2950,2017,ASUC Conference,SEN,,"$3,000.00"
2951,2017,Chief Financial Officer Stipend,AOFR,,"$2,000.00"
2952,2017,Chief Accountability Officer Stipend,AOFR,,"$2,000.00"
2953,2017,Chief Communication Officer Stipend,AOFR,,"$2,000.00"
2954,2017,Chief Legal Officer Stipend,AOFR,,"$2,000.00"
2955,2017,Chief Technology Officer Stipend,AOFR,,"$2,000.00"
2956,2017,Judicial Council Office,AOFR,,$500.00
2957,2017,Finance and Budgeting Office (Discretionary) ,AOFR,,"$6,000.00"
2958,2017,Marketing and Communications Office (Discretionary),AOFR,,"$6,000.00"
2959,2017,Public Defender Stipend,AOFR,,$150.00
2960,2017,Chief Appointed Officials Support Staff Stipend ,AOFR,,"$2,500"
2961,2017,Archives,OPRS,,$0.00
2962,2017,ASUC ADMINISTRATIVE OFFICE,OPRS,,"$70,000.00"
2963,2017,Legal Fee,OPRS,,"$32,000.00"
2964,2017,Audit,OPRS,,"$22,000.00"
2965,2017,Bank Fee,OPRS,,"$1,000.00"
2966,2017,Big Ideas,OPRS,,"$13,000.00"
2967,2017,Capital Improvement Fund Allocation,OPRS,,"$370,000.00"
2968,2017,Executive Officer Leadership Institute,OPRS,,"$3,000.00"
2969,2017,Elections Council - 1 Tech Coordinator Stipend,ELCT,,$250.00
2970,2017,Elections Council - 2 Auditors Stipend ($150.00 each),ELCT,,$300.00
2971,2017,Elections Council - Assistant Chair Stipend,ELCT,,$300.00
2972,2017,Elections Council - Chair Stipend,ELCT,,"$1,000.00"
2973,2017,Elections Council - Chief Auditor Stipend,ELCT,,$350.00
2974,2017,Elections Council - Prosecutor Stipend,ELCT,,$300.00
2975,2017,Elections Operations,ELCT,,"$6,200.00"
2976,2017,Cal Lodge Insurance ,GEN,,"$17,000.00"
2977,2017,D&O Insurance,GEN,,"$4,000.00"
2978,2017,GL Insurance,GEN,,"$19,000.00"
2979,2018,ASUC Mental Health Commission,GOVT,,$500
2980,2018,ASUC Publications and Media Board,GOVT,,"$10,000"
2981,2018,ASUC Financial Wellness Commission,GOVT,,"$3,000"
2982,2018,ASUC Housing Commission,GOVT,,"$3,000"
2983,2018,ASUC Sexual Violence Commission,GOVT,,"$3,000"
2984,2018,"ASUC Student Union Programming, Entertainment, and Recreation Board",GOVT,,"$130,000"
2985,2018,ASUC Sustainability Team,GOVT,,"$3,000"
2986,2018,CalTV,GOVT,,"$8,500"
2987,2018,Innovative Design,GOVT,,"$7,200"
2988,2018,Helio Solar Program,GOVT,,"$1,200"
2989,2018,Open Computing Facility,GOVT,,"$30,000"
2990,2018,BARE Magazine,PUB,11.0,"$3,100"
2991,2018,Berkeley Fiction Review,PUB,35.0,"$1,500"
2992,2018,Berkeley Poetry Review,PUB,24.0,$500
2993,2018,"Berkeley Political Review, The",PUB,17.0,"$7,000"
2994,2018,Berkeley Science Review,PUB,18.0,"$1,000"
2995,2018,Cal Literature & Arts Magazine,PUB,27.0,"$2,400"
2996,2018,Caliber Magazine,PUB,9.0,"$8,000"
2997,2018,Clio's Scroll,PUB,19.0,"$1,900"
2998,2018,Fashion Editorial of Berkeley,PUB,2.0,$100
2999,2018,"Heuristic Squelch, The",PUB,22.0,"$3,000"
3000,2018,Maganda Magazine,PUB,29.0,"$2,500"
3001,2018,Mechanism of Feeling,PUB,2.0,$700
3002,2018,Perspective Magazine,PUB,21.0,"$3,900"
3003,2018,"Smart Ass, The",PUB,17.0,"$3,000"
3004,2018,Spoon University at Berkeley,PUB,5.0,"$1,100"
3005,2018,Student Journal of Middle Eastern Studies,PUB,2.0,$400
3006,2018,The B-Side,PUB,6.0,$770
3007,2018,The Beet of Berkeley,PUB,2.0,$160
3008,2018,The Hapa Club,PUB,2.0,$400
3009,2018,The Public Health Advocate,PUB,14.0,"$1,200"
3010,2018,The Rhetoric Society at Berkeley,PUB,3.0,$500
3011,2018,The Undergraduate Journal of Psychology at Berkeley,PUB,5.0,$400
3012,2018,threads (formerly known as Al-Bayan),PUB,18.0,"$10,000"
3013,2018,To An Unknown God,PUB,10.0,"$2,900"
3014,2018,Undergraduate Journal of Classics at Berkeley,PUB,4.0,"$1,100"
3015,2018,180 Degrees Consulting at Berkeley,SAG,3.0,$500
3016,2018,"A.S.T.R.O - Astronomer's Society for Teaching, Recreation and Outreach",SAG,2.0,$400
3017,2018,ABA,SAG,2.0,Sponsorship only
3018,2018,Abba Modern,SAG,2.0,$400
3019,2018,acts2fellowship,SAG,17.0,"$3,000"
3020,2018,AFX Dance,SAG,6.0,Sponsorship only
3021,2018,Afghan Student Association,SAG,11.0,"$1,500"
3022,2018,"Alpha Kappa Alpha Sorority, Incorporated",SAG,2.0,$400
3023,2018,Alpha Kappa Psi,SAG,8.0,"$1,580"
3024,2018,Alpha Phi Omega,SAG,33.0,"$3,500"
3025,2018,American Advertising Federation,SAG,3.0,$500
3026,2018,American Chemical Society Student Chapter at Berkeley,SAG,3.0,$500
3027,2018,American Chemical Society Student Chapter at Berkeley,SAG,3.0,$500
3028,2018,American Institute of Aeronautics and Astronautics,SAG,2.0,Sponsorship only
3029,2018,American Medical Student Association--Berkeley Premedical Chapter,SAG,20.0,$650
3030,2018,American Medical Women's Association at Berkeley,SAG,3.0,$500
3031,2018,American Society of Civil Engineers,SAG,2.0,Sponsorship only
3032,2018,Amigos,SAG,2.0,$100
3033,2018,Arab Student Union,SAG,7.0,"$1,300"
3034,2018,Armenian Student Association,SAG,36.0,"$2,000"
3035,2018,Artists in Resonance,SAG,4.0,$500
3036,2018,Ascend,SAG,10.0,$500
3037,2018,"Asha for Education, Berkeley",SAG,14.0,"$1,000"
3038,2018,Asian American Association,SAG,21.0,"$4,563"
3039,2018,Asian American Christian Fellowship,SAG,5.0,$400
3040,2018,Association for Muslim Professional Development,SAG,12.0,"$1,400"
3041,2018,Association for Socially Responsible Business,SAG,1.0,$100
3042,2018,Autonomous Underwater Vehicles Team at Berkeley,SAG,2.0,Sponsorship only
3043,2018,Azaad,SAG,6.0,Sponsorship only
3044,2018,Ballet Company at Berkeley,SAG,7.0,$600
3045,2018,Ballet Folklorico Reflejos De Mexico,SAG,6.0,$600
3046,2018,Bangali Student Association at Berkeley,SAG,2.0,$400
3047,2018,BerKast,SAG,2.0,$400
3048,2018,Berkeley Advertising Agency,SAG,2.0,$400
3049,2018,Berkeley Ballroom Dancers,SAG,4.0,$400
3050,2018,Berkeley Business Society,SAG,2.0,Sponsorship only
3051,2018,Berkeley Carillon Guild ,SAG,15.0,$150
3052,2018,Berkeley Chinese Students and Scholars Association,SAG,12.0,"$1,500"
3053,2018,Berkeley College Republicans,SAG,23.0,"$1,000"
3054,2018,Berkeley Energy and Resources Collaborative,SAG,2.0,$400
3055,2018,Berkeley Indonesian Student Association,SAG,4.0,$500
3056,2018,Berkeley Innovation,SAG,2.0,Sponsorship only
3057,2018,Berkeley Legal Studies Association,SAG,2.0,$400
3058,2018,Berkeley Women in Business,SAG,15.0,$700
3059,2018,Best Laid Plans,SAG,2.0,$400
3060,2018,Beyond Academia,SAG,2.0,$500
3061,2018,Black Pre-Law Association,SAG,2.0,$400
3062,2018,Black Recruitment and Retention Center,SAG,36.0,"$40,500 + Funded through STARR Referendum"
3063,2018,Black Student Union,SAG,9.0,"$15,500"
3064,2018,Black Students in Health Association,SAG,3.0,$250
3065,2018,Board Games at Berkeley,SAG,2.0,$500
3066,2018,BridgeUSA at Berkeley,SAG,2.0,$400
3067,2018,Business Careers in Entertainment Club,SAG,5.0,$800
3068,2018,Business Review at Berkeley,SAG,1.0,$100
3069,2018,Cal Actuarial League,SAG,14.0,$450
3070,2018,Cal American Civil Liberties Union,SAG,2.0,$300
3071,2018,Cal Berkeley Democrats,SAG,21.0,"$4,200"
3072,2018,Cal Dragon Boat,SAG,15.0,"$2,500"
3073,2018,Cal Hawai'i Club,SAG,30.0,"$3,400"
3074,2018,Cal Hiking and Outdoor Society,SAG,70.0,"$5,000"
3075,2018,Cal in the Capital,SAG,41.0,"$3,000"
3076,2018,Cal Japan Club,SAG,11.0,$500
3077,2018,Cal Performances Student Ambassadors for the Arts,SAG,5.0,$500
3078,2018,Cal Pre-Vet Club,SAG,9.0,$200
3079,2018,Cal Queer and Asian,SAG,9.0,"$1,995"
3080,2018,Cal Taiko,SAG,14.0,"$2,900"
3081,2018,Cal Undergraduate Public Health Coalition,SAG,15.0,$600
3082,2018,CalGreeks Programming Council,SAG,3.0,$500
3083,2018,California Mock Trial,SAG,18.0,"$17,500"
3084,2018,CalSlam,SAG,14.0,$800
3085,2018,Capital Investments at Berkeley,SAG,2.0,$400
3086,2018,Catholic Students at Cal - Newman Hall,SAG,7.0,$500
3087,2018,Chinese A Cappella at Berkeley,SAG,5.0,$500
3088,2018,Chinese Finance Club,SAG,2.0,$400
3089,2018,Chinese Student Association,SAG,29.0,"$6,000"
3090,2018,Circle K International,SAG,24.0,"$4,500"
3091,2018,Civil and Environmental Engineering Joint Fundraising Committee,SAG,2.0,Sponsorship only
3092,2018,CMG Strategy Consulting (Formerly Creative Marketing Group),SAG,2.0,$500
3093,2018,Coalition to Defend Affirmative Action By Any Means Necessary,SAG,20.0,"$3,500"
3094,2018,Codeology,SAG,2.0,$400
3095,2018,Cognitive Science Students Association,SAG,7.0,$500
3096,2018,Committee for Korea Studies,SAG,14.0,"$1,000"
3097,2018,Computer Science Undergraduate Association,SAG,45.0,"$2,300"
3098,2018,Concrete Canoe,SAG,2.0,Sponsorship only
3099,2018,Consult Your Community (CYC) at Berkeley,SAG,6.0,$900
3100,2018,Creative Applications to Life in Origami,SAG,7.0,$400
3101,2018,CS Kickstart,SAG,6.0,Sponsorship only
3102,2018,Curling Club at Berkeley,SAG,6.0,$600
3103,2018,Dance Board of Berkeley Dance Community,SAG,2.0,Sponsorship only
3104,2018,Danceworx,SAG,22.0,"$3,400"
3105,2018,Data Science Society at Berkeley,SAG,2.0,$400
3106,2018,Datong Society of China Studies at Berkeley,SAG,2.0,$300
3107,2018,Debate Society of Berkeley,SAG,7.0,$600
3108,2018,DeCadence,SAG,18.0,$737
3109,2018,Delta Phi Epsilon Co-ed Professional Foreign Service Fraternity,SAG,15.0,$500
3110,2018,Delta Sigma Pi,SAG,12.0,$260
3111,2018,Delta Xi Phi Multicultural Sorority Inc.,SAG,2.0,$500
3112,2018,Democratic Education at Cal,SAG,37.0,"$4,500"
3113,2018,Dil Se,SAG,3.0,$600
3114,2018,Disney Club at Berkeley,SAG,2.0,$400
3115,2018,DiversaTech,SAG,2.0,$400
3116,2018,Drawn to Scale,SAG,8.0,$500
3117,2018,Dutch Student Association at Berkeley,SAG,2.0,$300
3118,2018,East Asian Union,SAG,9.0,"$1,900"
3119,2018,Eggster Organization,SAG,18.0,"$1,100"
3120,2018,EGO (Cal's Traditional Korean Percussion Group),SAG,8.0,"$1,100"
3121,2018,Enactus of Berkeley (formerly SIFE),SAG,3.0,$500
3122,2018,Engineering Student Council,SAG,27.0,"$77,000"
3123,2018,English Undergraduate Association,SAG,26.0,$350
3124,2018,Entomology Club,SAG,2.0,$300
3125,2018,Entrepreneurs @ Berkeley,SAG,2.0,$400
3126,2018,EXP Dance,SAG,2.0,$400
3127,2018,eXperimental Computing Facility,SAG,2.0,$400
3128,2018,Faces of African Muslims Students,SAG,2.0,$400
3129,2018,Fashion and Student Trends,SAG,7.0,$500
3130,2018,Fei Tian Dancers,SAG,15.0,$400
3131,2018,Fellowship in Christ Berkeley,SAG,13.0,$500
3132,2018,FEM Tech @ Berkeley (Female Empowerment and Mentoring in Tech),SAG,2.0,$400
3133,2018,FemSex,SAG,2.0,$400
3134,2018,Ferments at Berkeley (formerly known as Californium Brewing and Winemaking),SAG,5.0,$480
3135,2018,Fiat Lux Scholars Association,SAG,2.0,$300
3136,2018,Fitness at Berkeley,SAG,2.0,$400
3137,2018,"Food, Equity, Entrepreneurship, & Development",SAG,3.0,$400
3138,2018,Foresight Pre-Optometry Club,SAG,27.0,"$1,175"
3139,2018,Free Ventures,SAG,2.0,$400
3140,2018,Freshman and Sophomore Business Club,SAG,2.0,$400
3141,2018,Friends of the Coops,SAG,86.0,"$10,000"
3142,2018,"Future Business Leaders of America-Phi Beta Lambda, Inc.",SAG,13.0,"$2,000"
3143,2018,Gaming at Berkeley,SAG,7.0,$800
3144,2018,Gamma Rho Lambda,SAG,2.0,$400
3145,2018,Gates Millennium Scholars Association,SAG,12.0,$950
3146,2018,Geological Association at Berkeley,SAG,3.0,$250
3147,2018,Golden Bear Competitive Bhangra,SAG,5.0,"$1,000"
3148,2018,Golden Women,SAG,2.0,$400
3149,2018,Graduate School of Education Research Day Organizational Committee,SAG,2.0,$400
3150,2018,Haas Undergraduate Black Business Association,SAG,11.0,$500
3151,2018,"Hispanic Scholarship Fund - University of California, Berkeley Chapter",SAG,2.0,$400
3152,2018,Hong Kong Student Association,SAG,26.0,"$2,500"
3153,2018,Horn of Africa Student Association,SAG,5.0,$163
3154,2018,Identity X,SAG,2.0,$400
3155,2018,Imagine Design Engineer,SAG,2.0,$400
3156,2018,Indian Students Association (ISA),SAG,15.0,"$6,000"
3157,2018,InnoWorks of Berkeley,SAG,5.0,$700
3158,2018,International Relations Council of Berkeley,SAG,2.0,$400
3159,2018,International Socialist Organization,SAG,3.0,$500
3160,2018,International Students Association At Berkeley,SAG,18.0,"$1,700"
3161,2018,InterVarsity Christian Fellowship,SAG,20.0,"$4,000"
3162,2018,Iranian Students Cultural Organization (ISCO),SAG,21.0,"$2,000"
3163,2018,Irish Dancers of Berkeley,SAG,5.0,$500
3164,2018,Ismailis at Berkeley,SAG,2.0,$400
3165,2018,Italian Society at Berkeley,SAG,18.0,"$1,200"
3166,2018,Jain Students Association,SAG,2.0,$500
3167,2018,Jericho!,SAG,2.0,"$1,000"
3168,2018,Jugger at Berkeley formerly known as Juggers of the Seven Regents,SAG,2.0,$500
3169,2018,Kappa Alpha Delta,SAG,16.0,$220
3170,2018,Kappa Alpha Pi Pre-Law Fraternity,SAG,5.0,"$1,000"
3171,2018,Kendo Club,SAG,3.0,$500
3172,2018,Klesis,SAG,8.0,$733
3173,2018,Koinonia Campus Fellowship,SAG,14.0,$750
3174,2018,Kojobs at Berkeley,SAG,2.0,$400
3175,2018,Korean American Scientists and Engineers Association,SAG,3.0,$400
3176,2018,Korean American Student Association,SAG,37.0,"$17,000"
